t_ms,power_w,temp_c,clock_mhz,label
97998,4.56,52,300,loop3
98104,4.47,52,300,loop3
98214,5.23,52,300,loop3
98307,11.9,52,300,loop3
98418,12.06,52,300,loop3
98549,34.08,54,1455,loop3
98652,34.66,54,1545,loop3
98760,35.92,54,1545,loop3
98869,23.93,54,1545,loop3
98976,23.62,54,1545,loop3
99089,24.12,54,1545,loop3
99194,34.12,54,1545,loop3
99303,36.6,54,1545,loop3
99436,36.1,54,1545,loop3
99509,35.02,54,1545,loop3
99616,23.78,54,1545,loop3
99723,23.74,54,1545,loop3
99834,23.74,54,1545,loop3
99962,36.69,54,1545,loop3
100038,36.69,54,1545,loop3
100144,35.9,55,1560,loop3
100266,23.94,55,1560,loop3
100360,23.85,55,1560,loop3
100484,24.65,55,1560,loop3
100597,36.15,55,1560,loop3
100753,36.65,55,1560,loop3
100839,35.84,55,1560,loop3
100922,35.35,55,1560,loop3
101015,23.94,55,1560,loop3
101144,23.95,55,1560,loop3
101256,23.94,55,1560,loop3
101360,36.32,55,1560,loop3
101452,36.32,55,1560,loop3
101567,36.46,55,1560,loop3
101686,28.56,55,1560,loop3
101781,24.04,55,1560,loop3
101889,23.79,55,1350,loop3
102014,26.74,55,1350,loop3
102146,32.68,55,1320,loop3
102224,32.05,55,1320,loop3
102338,31.93,55,1425,loop3
102429,28.45,55,1425,loop3
102544,22.83,55,1425,loop3
102701,28.24,55,1425,loop3
102813,32.23,55,1425,loop3
102895,33.17,55,1425,loop3
102989,33.65,55,1425,loop3
103096,30.34,55,1425,loop3
103190,22.9,55,1425,loop3
103298,22.92,55,1425,loop3
103424,26.13,55,1425,loop3
103518,28.33,55,1425,loop3
103636,33.26,55,1425,loop3
103777,32.82,56,1425,loop3
103845,32.82,56,1425,loop3
103955,26.14,56,1425,loop3
104064,22.99,56,1245,loop3
104200,27.55,56,1245,loop3
104283,28.95,55,1200,loop3
104376,30.86,55,1200,loop3
104484,31.59,55,1395,loop3
104595,29.74,55,1395,loop3
104703,22.92,55,1395,loop3
104818,22.86,55,1395,loop3
104973,22.8,55,1395,loop3
105048,32.65,55,1395,loop3
105125,32.75,55,1395,loop3
105231,33.53,55,1395,loop3
105341,33.01,56,1395,loop3
105448,25.48,56,1395,loop3
105543,22.87,56,1395,loop3
105654,22.75,56,1395,loop3
105778,34.55,56,1395,loop3
105888,34.74,56,1560,loop3
105982,37.46,56,1560,loop3
106110,25.78,56,1560,loop3
106201,23.98,56,1560,loop3
106326,23.99,56,1560,loop3
106434,33.04,56,1560,loop3
106595,36.16,56,1560,loop3
106673,37.06,56,1560,loop3
106758,35.62,56,1560,loop3
106867,27.27,56,1560,loop3
106976,24.06,55,1560,loop3
107071,24.03,55,1560,loop3
107203,35.49,55,1560,loop3
107304,36.54,55,1560,loop3
107397,36.23,55,1560,loop3
107507,34.6,56,1560,loop3
107613,24.11,56,1560,loop3
107722,23.93,56,1365,loop3
107833,23.08,56,1365,loop3
107954,29.26,56,1290,loop3
108035,30.76,56,1290,loop3
108170,31.73,56,1290,loop3
108268,32.19,56,1290,loop3
108374,26.56,56,1275,loop3
108480,21.76,56,1155,loop3
108596,25.93,55,1155,loop3
108704,29.97,55,1140,loop3
108813,30.35,55,1140,loop3
108922,31.03,55,1380,loop3
109030,28.49,55,1380,loop3
109125,22.72,55,1380,loop3
109232,22.61,55,1380,loop3
109357,23.38,55,1380,loop3
109474,32.1,55,1380,loop3
109557,33.18,55,1380,loop3
109703,33.11,56,1380,loop3
109786,30.53,56,1380,loop3
109898,22.72,56,1380,loop3
109990,22.72,56,1380,loop3
110117,27.75,56,1380,loop3
110226,30,56,1380,loop3
110332,33.65,56,1380,loop3
110442,33.42,56,1380,loop3
110549,31.19,56,1410,loop3
110660,22.72,56,1410,loop3
110754,22.94,55,1410,loop3
110907,23.99,55,1410,loop3
110993,33.54,55,1410,loop3
111097,33.12,55,1410,loop3
111207,32.58,56,1410,loop3
111314,23.77,56,1410,loop3
111422,22.94,56,1410,loop3
111534,22.84,56,1410,loop3
111643,31.83,56,1410,loop3
111757,33.15,56,1410,loop3
111857,33.67,56,1410,loop3
111949,33.76,56,1455,cool
112045,24.94,56,1455,cool
112152,23.12,56,1455,cool
112266,23.08,55,1455,cool
112374,23.09,55,1455,cool
112487,23.12,55,1455,cool
112595,23.1,55,1455,cool
112705,22.97,55,1455,cool
112818,22.99,55,1455,cool
112928,23,55,1455,cool
113041,22.98,55,1455,cool
113151,23.02,55,1455,cool
113262,22.92,55,1455,cool
113393,22.93,55,1455,cool
113503,22.91,55,1455,cool
113610,22.89,55,1455,cool
113721,22.12,55,420,cool
113877,11.85,54,420,cool
113968,9.71,54,360,cool
114042,11.49,54,360,cool
114136,8.94,54,360,cool
114262,8.96,54,360,cool
114358,9.05,54,360,cool
114469,9.01,54,360,cool
114580,9.09,54,360,cool
114691,8.91,54,360,cool
114803,9.04,54,360,cool
114929,9.08,53,360,cool
115022,9.07,53,360,cool
115133,8.81,53,360,cool
115262,8.81,53,360,cool
115356,9.44,53,300,cool
115469,8.85,53,300,cool
115578,6.68,53,300,cool
115688,4.24,53,300,cool
115799,4.38,53,300,cool
115907,4.23,53,300,cool
116019,4.14,53,300,cool
116129,4.34,53,300,cool
116241,4.16,53,300,cool
116355,4.39,53,300,cool
116464,4.32,53,300,cool
116581,4.62,53,300,cool
116704,4.41,53,300,cool
116797,4.45,53,300,cool
116921,4.41,53,300,cool
117017,4.41,53,300,cool
117130,4.4,53,300,cool
117241,4.24,53,300,cool
117349,4.53,53,300,cool
117458,4.36,53,300,cool
117569,4.61,53,300,cool
117681,4.28,53,300,cool
117805,4.49,53,300,cool
117900,4.22,53,300,cool
118011,4.5,53,300,cool
118123,4.34,53,300,cool
118238,4.24,53,300,cool
118342,4.42,53,300,cool
118455,4.4,53,300,cool
118566,4.6,53,300,cool
118676,4.33,53,300,cool
118803,4.42,53,300,cool
118900,4.35,53,300,cool
119008,4.51,53,300,cool
119121,4.34,53,300,cool
119247,4.22,53,300,cool
119344,4.15,53,300,cool
119468,4.51,53,300,cool
119565,4.6,53,300,cool
119674,4.37,53,300,cool
119785,4.39,53,300,cool
119896,4.37,53,300,cool
120020,4.54,53,300,decoy3
120129,4.16,53,300,decoy3
120239,4.95,53,300,decoy3
120351,10.75,53,360,decoy3
120442,12.32,53,360,decoy3
120553,16.65,53,1455,decoy3
120679,23.73,53,1455,decoy3
120787,22.89,53,1455,decoy3
120898,22.9,54,1455,decoy3
121029,23.49,54,1455,decoy3
121114,30.25,54,1455,decoy3
121208,22.97,54,1455,decoy3
121316,22.95,54,1455,decoy3
121430,23,55,1455,decoy3
121529,30.91,55,1455,decoy3
121626,31.94,55,1455,decoy3
121734,32.54,55,1455,decoy3
121841,23.11,55,1455,decoy3
121953,23.1,55,1455,decoy3
122061,23.12,55,1455,decoy3
122171,26.05,55,1455,decoy3
122283,27.65,55,1455,decoy3
122390,24.83,55,1035,decoy3
122498,20.6,55,1035,decoy3
122612,20.61,55,945,decoy3
122744,20.28,55,915,decoy3
122826,25.59,55,915,decoy3
122962,22.11,55,1815,decoy3
123043,32.76,55,1815,decoy3
123135,32.76,55,1815,decoy3
123250,27.64,55,1815,decoy3
123354,27.63,55,1815,decoy3
123468,36.89,57,1815,decoy3
123575,32.19,57,1815,decoy3
123683,27.69,57,1815,decoy3
123789,27.72,57,1815,decoy3
123902,32.53,57,1815,decoy3
124011,43.08,57,1815,decoy3
124121,43.21,57,1815,decoy3
124227,43.19,57,1815,decoy3
124338,29.83,57,1815,decoy3
124444,27.86,57,1815,decoy3
124540,27.86,56,1815,decoy3
124659,41.12,56,1815,decoy3
124754,27.11,56,1215,decoy3
124865,21.53,56,1215,decoy3
124974,21.52,56,1110,decoy3
125123,23.97,56,1110,decoy3
125207,25.69,56,1050,decoy3
125301,20.75,56,1050,decoy3
125429,20.61,56,960,decoy3
125536,21.66,56,960,decoy3
125645,28.5,56,960,decoy3
125806,27.98,56,1290,decoy3
125943,29.34,56,1290,decoy3
125995,29.5,56,1290,decoy3
126082,31.5,56,1290,decoy3
126180,32.2,56,1335,decoy3
126308,27.25,56,1335,decoy3
126392,22.28,56,1335,decoy3
126501,22.27,56,1335,decoy3
126616,22.28,56,1335,decoy3
126749,25.73,56,1335,decoy3
126851,26.88,56,1335,decoy3
126948,22.28,56,1335,decoy3
127034,22.2,56,1335,decoy3
127142,22.24,56,1335,decoy3
127255,27.69,56,1335,decoy3
127386,32.02,56,1335,decoy3
127472,30.59,56,1335,decoy3
127578,22.33,56,1335,decoy3
127686,22.23,56,1335,decoy3
127782,22.24,55,1335,decoy3
127905,29.27,55,1335,decoy3
128014,23.18,55,1095,decoy3
128108,20.91,55,1095,decoy3
128239,20.79,55,1005,decoy3
128343,21.36,55,1005,decoy3
128449,24.59,55,960,decoy3
128559,19.39,55,870,decoy3
128668,19.31,55,870,decoy3
128780,25.17,55,840,decoy3
128887,27.83,55,840,decoy3
128996,28.7,55,1230,decoy3
129106,29.9,55,1230,decoy3
129215,29.84,55,1230,decoy3
129324,30.29,56,1230,decoy3
129432,29.89,56,1230,decoy3
129537,29.73,56,1230,decoy3
129649,30.99,56,1230,decoy3
129762,27.45,56,1230,decoy3
129870,21.67,55,1230,decoy3
129978,21.73,55,1230,decoy3
130088,21.69,55,1230,decoy3
130196,29.54,55,1230,decoy3
130305,21.75,55,1230,decoy3
130418,21.73,55,1230,decoy3
130528,21.62,55,1230,decoy3
130633,26.04,55,1230,decoy3
130741,30.09,55,1230,decoy3
130842,22.37,55,870,decoy3
130963,19.29,55,795,decoy3
131076,19.32,55,795,decoy3
131184,22.1,55,750,decoy3
131315,23.46,55,750,decoy3
131387,19.29,55,720,decoy3
131494,19.25,55,720,decoy3
131609,19.45,55,645,decoy3
131724,25.55,55,645,decoy3
131800,27.38,55,1005,decoy3
131915,19.34,55,1005,decoy3
132023,19.3,55,1005,decoy3
132131,19.27,55,1005,decoy3
132243,19.29,55,1005,decoy3
132354,23.43,55,1005,decoy3
132460,21.98,55,1005,decoy3
132571,19.4,55,1005,decoy3
132693,19.39,55,1005,decoy3
132787,25.23,55,1005,decoy3
132899,19.46,55,1005,decoy3
133006,18.1,55,1005,decoy3
133119,9.25,54,1005,decoy3
133225,13.14,54,1005,decoy3
133335,19.08,54,1005,decoy3
133442,12.17,54,1230,decoy3
133551,21.36,54,1230,decoy3
133665,21.59,55,1230,decoy3
133774,26.46,55,1230,decoy3
133903,29.39,55,1230,decoy3
133987,29.39,55,1230,decoy3
134095,28.53,55,1230,decoy3
134204,26.87,56,1230,decoy3
134315,25.35,56,1230,decoy3
134411,21.82,56,1230,done
