t_ms,power_w,util_pct,sm_clock_mhz,temp_c,label
49680,31.22,27,1305,55,loop
49786,22.41,19,1305,55,loop
49895,22.13,19,1305,55,loop
50006,27.56,19,1305,55,loop
50101,27.56,19,1305,55,loop
50227,29.52,19,1305,55,loop
50344,31.51,19,1305,56,loop
50461,30.94,19,1305,56,loop
50538,22.63,19,1305,56,loop
50653,22.11,19,1305,56,loop
50740,22.06,19,1305,56,loop
50877,25.27,17,1305,56,loop
50967,30.19,17,1305,56,loop
51037,32.94,17,1305,56,loop
51140,32.9,17,1305,56,loop
51247,29.73,17,1515,56,loop
51357,23.7,17,1515,56,loop
51470,23.73,17,1515,56,loop
51594,27.55,17,1515,56,loop
51722,33.57,17,1515,56,loop
51794,32.87,25,1515,56,loop
51911,24.5,25,1515,56,loop
52017,23.72,25,1515,56,loop
52149,27.38,25,1515,56,loop
52236,31.87,25,1515,56,loop
52330,23.72,25,1515,56,loop
52439,23.7,25,1515,56,loop
52550,23.69,25,1515,56,loop
52694,29.01,25,1515,56,loop
52786,31.46,10,1515,56,loop
52874,28.89,10,1515,56,loop
52969,23.71,10,1515,56,loop
53079,22.26,10,1035,56,loop
53186,20.63,10,990,56,loop
53295,26.73,10,990,56,loop
53385,20.37,10,930,56,loop
53510,19.48,10,930,55,loop
53616,19.43,10,840,55,loop
53726,26.67,10,840,55,loop
53837,27.63,15,1095,55,loop
53946,29.82,15,1095,55,loop
54058,27.98,15,1230,56,loop
54162,21.63,15,1230,56,loop
54273,21.78,15,1230,56,loop
54385,21.75,15,1230,56,loop
54489,27.82,15,1230,56,loop
54600,30.26,15,1230,56,loop
54730,30.42,15,1230,56,loop
54829,29.02,25,1230,56,loop
54909,29.84,25,1230,56,loop
55017,23.93,25,1230,56,loop
55129,21.83,25,1230,56,loop
55265,23.86,25,1230,56,loop
55349,30.37,25,1230,56,loop
55458,28.23,25,1230,56,loop
55566,21.78,25,1230,56,loop
55676,21.81,25,1230,56,loop
55785,21.75,11,1230,56,loop
55893,25.76,11,975,56,loop
56001,24.22,11,930,56,loop
56113,19.67,11,930,56,loop
56216,19.56,11,855,55,loop
56331,19.49,11,855,55,loop
56471,27.08,11,855,55,loop
56546,27.21,11,855,55,loop
56684,27.6,11,1110,56,loop
56790,27.84,11,1110,56,loop
56891,22.56,28,1110,56,loop
56990,21.25,28,1110,56,loop
57073,21.25,28,1110,56,loop
57206,21.23,28,1110,56,loop
57278,25.88,28,1110,56,loop
57384,29.3,28,1110,56,loop
57493,29.4,28,1140,56,loop
57608,29.01,28,1185,56,loop
57728,30.52,28,1185,56,loop
57828,22.58,19,1185,56,loop
57912,21.67,19,1185,56,loop
58048,21.63,19,1185,56,loop
58159,28.45,19,1185,56,loop
58261,28.07,19,1185,56,loop
58362,27.95,19,1185,56,loop
58468,21.6,19,1185,56,loop
58571,21.59,19,1185,56,loop
58668,21.55,19,1185,56,loop
58770,21.58,19,1185,56,loop
58880,25.88,10,1185,56,loop
58996,27.47,10,1185,56,loop
59105,21.61,10,1185,56,loop
59213,21.59,10,1185,56,loop
59306,21.53,10,1185,56,loop
59408,21.51,10,1185,56,loop
59491,23.96,10,615,56,loop
59597,25.66,10,615,56,loop
59704,27.01,10,825,56,loop
59822,27.51,25,1095,56,loop
59924,27.7,25,1095,56,loop
60038,26.6,25,1095,56,loop
60125,21.28,25,1095,56,loop
60234,21.26,25,1095,56,loop
60344,21.21,25,1095,56,loop
60472,25.27,25,1095,56,loop
60557,21.24,25,1095,56,loop
60665,21.29,25,1095,56,loop
60780,21.19,25,1095,56,loop
60897,27.33,12,1095,56,loop
60981,28.89,12,1095,56,loop
61086,28.96,12,1095,56,loop
61200,22.17,12,1095,56,loop
61306,21.14,12,1095,56,loop
61411,21.23,12,1095,56,loop
61545,23.73,12,1095,56,loop
61632,28.65,12,1080,56,loop
61767,29.33,12,1080,56,loop
61848,28.86,26,1155,56,loop
